id,inscription,latitude,longitude,country,area,erected,main_photo,colour,organisations,series,series_ref,number_of_subjects,lead_subject_name,lead_subject_born_in,lead_subject_died_in,lead_subject_type,lead_subject_roles,lead_subject_wikipedia,lead_subject_dbpedia,lead_subject_image,subjects
11854,The second Lord's cricket ground 1811-1813 Home of the MCC was located on part of Lisson Green Estate,51.52492,-0.16829,United Kingdom,London,"",http://farm9.staticflickr.com/8349/8228278710_e6b2f7d120_z.jpg,blue,[],"",,0,"","","","",[],"","","",[]
9656,Fetter Lane Congregational Chapel. Grade II Listed building. Designed by P Morley Horder in 1899 in an Arts & Crafts style. Named after Fetter Lane Church in the City of London (established in 1660) which moved to Leyton in 1894,51.55662,-0.00244,United Kingdom,London,"",http://farm9.staticflickr.com/8484/8209949070_8cf182bb21_z.jpg,"",[],"",,2,Fetter Lane Congregational Chapel,,,place,"[""chapel""]", , ,"","[""Fetter Lane Congregational Chapel||place|chapel|"", ""P Morley Horder|(1870-1944)|man||""]"
33066,"Frederick Douglass 1818-1895
American Social Reformer
Author, Orator and Statesman
stayed in a house on this site
1846",51.49185,-0.16461,United Kingdom,London,2013,http://farm6.staticflickr.com/5613/15627533517_e3ec24cc3f_z.jpg,blue,"[""Nubian Jak Community Trust""]","",,1,Frederick Douglass,1818,1895,man,"[""human rights campaigner"", ""former slave"", ""author"", ""abolitionist""]",https://en.wikipedia.org/wiki/Frederick_Douglass,http://dbpedia.org/resource/Frederick_Douglass,https://commons.wikimedia.org/wiki/Special:FilePath/Frederick_Douglass_portrait.jpg?width=640,"[""Frederick Douglass|(1818-1895)|man|human rights campaigner, former slave, author, and abolitionist|""]"
33064,"Commemorating the devastating floods of
January 31st 1953
In memory of more than 2,100 lives lost
in countries around the North Sea

This event led to the development and construction
of the Thames Barrier and associated flood defences
protecting London, its people and property",51.49518,0.04076,United Kingdom,London,"",https://commons.wikimedia.org/wiki/Special:FilePath/Thames_Barrier_plaque_commemorating_the_1953_floods.jpg?width=640,brushed metal,"[""Environment Agency""]","",,0,"","","","",[],"","","",[]
231,George Du Maurier lived here 1874 to 1895,51.5261,-0.13884,United Kingdom,London,1900,https://commons.wikimedia.org/wiki/Special:FilePath/George_du_Maurier_lived_here_1874_to_1895.jpg?width=640,brown,"[""Royal Society Of Arts""]","",,1,George Du Maurier,1834,1896,man,"[""artist"", ""writer""]",https://en.wikipedia.org/wiki/George_du_Maurier,http://dbpedia.org/resource/George_du_Maurier,https://commons.wikimedia.org/wiki/Special:FilePath/George_du_Maurier.jpg?width=640,"[""George Du Maurier|(1834-1896)|man|artist and writer|""]"
101,Heinrich Heine German poet and essayist (1799-1856) lived here 1827,51.5072,-0.12469,United Kingdom,London,1912,http://farm3.static.flickr.com/2779/4534882773_d16c517c68_b.jpg,black,"[""London County Council""]","",,1,Heinrich Heine,1799,1856,man,"[""essayist"", ""poet""]",https://en.wikipedia.org/wiki/Heinrich_Heine,http://dbpedia.org/resource/Heinrich_Heine,"","[""Heinrich Heine|(1799-1856)|man|essayist and poet|""]"
2191,Matthew Arnold (1822-1888) lived here 1868-1873,51.5706,-0.34256,United Kingdom,London,"","",blue,[],"",,1,Matthew Arnold,1822,1888,man,"[""poet"", ""critic"", ""uncle of Mary Arnold Ward""]",https://en.wikipedia.org/wiki/Matthew_Arnold,http://dbpedia.org/resource/Matthew_Arnold,https://commons.wikimedia.org/wiki/Special:FilePath/Matthew_Arnold.jpg?width=640,"[""Matthew Arnold|(1822-1888)|man|poet, critic, and uncle of Mary Arnold Ward|""]"
8241,The Keskidee 1971-1992 Britain's first arts and cultural centre for the Black community established here,51.54096,-0.1212,United Kingdom,London,2011,http://farm8.staticflickr.com/7048/6976601881_7e540e5446_z.jpg,green,"[""London Borough of Islington""]",Islington People's Plaques,,1,The Keskidee,1971,1992,place,"[""arts and cultural centre for the Black community""]",https://en.wikipedia.org/wiki/The_Keskidee,http://dbpedia.org/resource/The_Keskidee,"","[""The Keskidee|(1971-1992)|place|arts and cultural centre for the Black community|""]"
102,Douglas Macmillan 1884-1969 founder of Macmillan Cancer Relief lived here,51.4875,-0.13909,United Kingdom,London,1997,http://farm7.static.flickr.com/6201/6127755318_d714c5f963_b.jpg,blue,"[""English Heritage""]","",,1,Douglas Macmillan,1884,1969,man,"[""founder of Macmillan Cancer Relief""]",https://en.wikipedia.org/wiki/Douglas_Macmillan,http://dbpedia.org/resource/Douglas_Macmillan,"","[""Douglas Macmillan|(1884-1969)|man|founder of Macmillan Cancer Relief|""]"
30262,"Close to this place Richard Trevithick, born 1771-died 1833, pioneer of high pressure steam, ran in the year 1808 the first steam locomotive to draw passengers. ",51.52399,-0.13392,United Kingdom,London,"",http://farm3.staticflickr.com/2937/14549503675_114b6d693c_z.jpg,stone,"[""Trevithick Centenary Memorial Committee""]","",,1,Richard Trevithick,1771,1833,man,"[""engineer"", ""pioneering engineer"", ""inventor of the world's first steam powered railway locomotive"", ""pioneer of high pressure steam"", ""husband of Jane Harvey""]",https://en.wikipedia.org/wiki/Richard_Trevithick,http://dbpedia.org/resource/Richard_Trevithick,https://commons.wikimedia.org/wiki/Special:FilePath/Trevithick_Richard_Linnell.jpg?width=640,"[""Richard Trevithick|(1771-1833)|man|engineer, pioneering engineer, inventor of the world's first steam powered railway locomotive, pioneer of high pressure steam, and husband of Jane Harvey|""]"
12239,"David Letterman American talk show host (born April 12th, 1947) got drunk here for a week",51.5229,-0.12476,United Kingdom,London,"",http://farm9.staticflickr.com/8101/8574810688_0094195f8f_z.jpg,blue,"[""Ricky Gervais""]","",,1,David Letterman,1947,,man,"[""talk show host""]",https://en.wikipedia.org/wiki/David_Letterman,http://dbpedia.org/resource/David_Letterman,"","[""David Letterman|(born in 1947)|man|talk show host|""]"
12267,"Conceived by Borough Engineer George Carter and constructed by Robert McAlpine & Sons, Norwood Junction Subway the world's first reinforced concrete underpass opened 31 July 1912",51.3969,-0.07432,United Kingdom,London,"","",blue,"[""People for Portland Road""]","",,0,"","","","",[],"","","",[]
12936,"WR III
Rotten Row
The King's Old Road completed 1690.
This ride originally formed part of King William III's carriage drive from Whitehall to Kensington Palace. Its construction was supervised by the surveyor of their Majesties roads Captain Michael Studholme and it was the first lamp-lit road in the Kingdom. Designated as a public bridleway in the 1730's, Rotten Row is one of the most famous urban riding grounds in the world.
ER II
1990",51.50781,-0.16497,United Kingdom,London,"",http://farm6.staticflickr.com/5472/9367680439_60293fabe0_z.jpg,blue,[],"",,0,"","","","",[],"","","",[]
5226,1851-60 Charles Dickens novelist lived in Tavistock House near this site,51.5255,-0.12868,United Kingdom,London,"",http://farm8.staticflickr.com/7433/8731971806_f038570fbb_z.jpg,blue,[],"",,1,Charles Dickens,1812,1870,man,"[""novelist"", ""journalist"", ""policeman"", ""son of John Dickens"", ""son of Elizabeth Dickens"", ""friend of Thomas Latimer""]",https://en.wikipedia.org/wiki/Charles_Dickens,http://dbpedia.org/resource/Charles_Dickens,https://commons.wikimedia.org/wiki/Special:FilePath/Dickens_Gurney_head.jpg?width=640,"[""Charles Dickens|(1812-1870)|man|novelist, journalist, policeman, son of John Dickens, son of Elizabeth Dickens, and friend of Thomas Latimer|""]"
5228,"Chemistry Department University College London During the period 1930-1970 Professor Sir Christopher Ingold pioneered our understanding of the electronic basis of structure, mechanism and reactivity in organic chemistry, which is fundamental to modern-day chemistry.",51.52522,-0.13241,United Kingdom,London,2008,http://farm8.staticflickr.com/7289/8730845107_b53421a3aa_z.jpg,blue,"[""Royal Society of Chemistry""]","",,1,Christopher Ingold,1893,1970,man,"[""Professor"", ""Knight Bachelor"", ""pioneer of our understanding of the electronic basis of structure, mechanism and reactivity in organic chemistry""]",https://en.wikipedia.org/wiki/Christopher_Kelk_Ingold,http://dbpedia.org/resource/Christopher_Kelk_Ingold,"","[""Christopher Ingold|(1893-1970)|man|Professor, Knight Bachelor, and pioneer of our understanding of the electronic basis of structure, mechanism and reactivity in organic chemistry|""]"
3480,Mark Feld later known as Marc Bolan musician lived here 1947-1962,51.5623,-0.06759,United Kingdom,London,"",https://commons.wikimedia.org/wiki/Special:FilePath/Marc_bolan_plaque.jpg?width=640,brown,"[""London Borough of Hackney""]","",,1,Marc Bolan,1947,1977,man,"[""musician""]",https://en.wikipedia.org/wiki/Marc_Bolan,http://dbpedia.org/resource/Marc_Bolan,"","[""Marc Bolan|(1947-1977)|man|musician|""]"
9670,"T. E. Lawrence (Lawrence of Arabia) - Until conveyed to the Corporation of London in September 1930, 18 acres of land at the top of Pole Hill was owned by T E Lawrence, the famous soldier, writer and scholar. It was here that he originally intended to erect a house with his friend Vyvyan Richards in which to print fine books including his classic ""Seven Pillars of Wisdom"". This never came to pass, although until 1922 Richards lived here in a hut called ""cloisters""",51.63599,-0.00292,United Kingdom,London,"",http://s0.geograph.org.uk/geophotos/01/05/36/1053642_fadab53c.jpg,blue,[],"",,2,T. E. Lawrence,1888,1935,man,"[""friend of Vyvyan Richards"", ""soldier"", ""writer"", ""scholar""]",https://en.wikipedia.org/wiki/T._E._Lawrence,http://dbpedia.org/resource/T._E._Lawrence,https://commons.wikimedia.org/wiki/Special:FilePath/Te_lawrence.jpg?width=640,"[""T. E. Lawrence|(1888-1935)|man|friend of Vyvyan Richards, soldier, writer, and scholar|"", ""Vyvyan Richards||man|friend of T. E. Lawrence|""]"
12945,Dame Ida Mann opthalmologist lived here 1902 - 1934,51.55191,-0.20662,United Kingdom,London,2012,https://commons.wikimedia.org/wiki/Special:FilePath/Dame_IDA_MANN_1893-1983_Ophthalmologist_lived_here_1902-1934.jpg?width=640,blue,"[""English Heritage""]","",,1,Ida Mann,1893,1983,woman,"[""ophthalmologist"", ""Fellow of the Royal College of Surgeons"", ""Dame Commander of the Most Excellent Order of the British Empire""]",https://en.wikipedia.org/wiki/Ida_Mann,http://dbpedia.org/resource/Ida_Mann,"","[""Ida Mann|(1893-1983)|woman|ophthalmologist, Fellow of the Royal College of Surgeons, and Dame Commander of the Most Excellent Order of the British Empire|""]"
10307,"Sir James A. H. Murray schoolmaster, philologist and editor of the New English Dictionary lived here 1870-1885",51.62787,-0.24152,United Kingdom,London,"",http://s0.geograph.org.uk/geophotos/02/81/68/2816887_96a093a2.jpg,blue,"[""Hendon Corporation""]","",,1,James A. H. Murray,1837,1915,man,"[""editor of the Oxford English Dictionary"", ""Knight Bachelor""]",https://en.wikipedia.org/wiki/James_Murray_(lexicographer),http://dbpedia.org/resource/James_Murray_(lexicographer),https://commons.wikimedia.org/wiki/Special:FilePath/James-Murray.jpg?width=640,"[""James A. H. Murray|(1837-1915)|man|editor of the Oxford English Dictionary and Knight Bachelor|""]"
9923,James Henry Greathead 1844–96 Railway and tunnelling engineer lived here 1885-1889,51.46617,-0.23436,United Kingdom,London,"",https://commons.wikimedia.org/wiki/Special:FilePath/JAMES_HENRY_GREATHEAD_1844-1896_Railway_and_Tunnelling_Engineer_lived_here_1885-1889.jpg?width=640,blue,"[""English Heritage""]","",,1,James Henry Greathead,1844,1896,man,"[""railway engineer"", ""tunnelling engineer""]",https://en.wikipedia.org/wiki/James_Henry_Greathead,http://dbpedia.org/resource/James_Henry_Greathead,https://commons.wikimedia.org/wiki/Special:FilePath/James_Henry_Greathead.png?width=640,"[""James Henry Greathead|(1844-1896)|man|railway engineer and tunnelling engineer|""]"
10348,John Wilkinson died July 8th 1804 aged 15 years Uriah Wilkinson died Dec 21st 1806 aged 45 years. 16 Ft 6 Ins north of wall in Cloak Lane 7 feet east of this wall,51.51174,-0.09204,United Kingdom,London,"",http://farm6.staticflickr.com/5462/7169775224_3940619fc9_z.jpg,white,[],"",,2,John Wilkinson,,1804,man,[], , ,"","[""John Wilkinson|(died in 1804)|man||"", ""Uriah Wilkinson|(died in 1806)|man||""]"
9819,"Peter Blake, Ian Dury, Peter Greenaway & Ken Russell
Erected in 1938 as The South West Essex Technical College Waltham Forest College has contributed to the careers of several notable talents. Musician Ian Dury, filmmakers Peter Greenaway and Ken Russell, attended the Art School where artist Peter Blake was a lecturer.",51.59129,-0.0064,United Kingdom,London,"","",blue,"[""Waltham Forest Council""]",Waltham Forest Heritage,,4,Ian Dury,1942,2000,man,"[""musician""]",https://en.wikipedia.org/wiki/Ian_Dury,http://dbpedia.org/resource/Ian_Dury,https://commons.wikimedia.org/wiki/Special:FilePath/Ian_Dury_1.jpg?width=640,"[""Ian Dury|(1942-2000)|man|musician|"", ""Peter Greenaway|(born in 1942)|man|film maker|"", ""Ken Russell|(1927-2011)|man|film maker|"", ""Peter Blake|(born in 1932)|man|artist and lecturer|""]"
9162,Here fifty years ago Allen Lane published his first paperbacks thereby changing reading habits throughout the English speaking world,51.51014,-0.1395,United Kingdom,London,1985,http://farm9.staticflickr.com/8530/8593745918_7986628f34_z.jpg,black,"[""Penguin Books""]","",,1,Allen Lane,1902,1970,man,"[""Knight Bachelor""]",https://en.wikipedia.org/wiki/Allen_Lane,http://dbpedia.org/resource/Allen_Lane,"","[""Allen Lane|(1902-1970)|man|Knight Bachelor|""]"
12396,"Chiswick Square
The houses each side were built in about 1680, Boston House built in 1740, on the site of a previous mansion lies in the picturesque old square behind large iron gates.
Into this garden Thackeray in ""Vanity Fair"" describes Becky Sharp as throwing the dictionary",51.48651,-0.25213,United Kingdom,London,"",http://farm9.staticflickr.com/8243/8634425921_648e2f05c3_z.jpg,white,[],"",,1,Elizabeth Fry,1780,1845,woman,"[""prison reformer"", ""Quaker"", ""philanthropist"", ""daughter of John Gurney"", ""wife of Joseph Fry""]",https://en.wikipedia.org/wiki/Elizabeth_Fry,http://dbpedia.org/resource/Elizabeth_Fry,"","[""Elizabeth Fry|(1780-1845)|woman|prison reformer, Quaker, philanthropist, daughter of John Gurney, and wife of Joseph Fry|""]"
13118,The British premier of Beethoven's Ninth Symphony commissioned by the Philharmonic Society of London was given on 21 March 1825 in the Argyll Rooms Concert Hall on this site,51.51464,-0.14159,United Kingdom,London,2013,https://commons.wikimedia.org/wiki/Special:FilePath/Beethoven%27s_Ninth_Symphony_plaque.jpg?width=640,green,"[""City of Westminster"", ""Royal Philharmonic Society""]","",,1,Beethoven,,,man,[],https://en.wikipedia.org/wiki/Beethoven,http://dbpedia.org/resource/Beethoven,"","[""Beethoven||man||""]"
12419,"Ken Colyer 
Cornetist 1928-1988
A lifetime of devotion to New Orleans Music
GUV'NOR",51.51613,-0.13522,United Kingdom,London,"",http://farm9.staticflickr.com/8103/8659654685_746ea79ba7_z.jpg,blue,[],"",,1,Ken Colyer,1928,1988,man,"[""jazz musician""]",https://en.wikipedia.org/wiki/Ken_Colyer,http://dbpedia.org/resource/Ken_Colyer,"","[""Ken Colyer|(1928-1988)|man|jazz musician|""]"
30278,At the cross roads The Standard In Cornhill formerly stood. Removed 1674.,51.51342,-0.08411,United Kingdom,London,"","",blue,"[""Corporation of London""]","",,0,"","","","",[],"","","",[]
1619,"Alan Turing
1912-1954
code breaker
lived here
from
1945-1947 ",51.4155,-0.35932,United Kingdom,London,"",http://farm4.static.flickr.com/3359/3237998701_3ae236a911_b.jpg,blue,[],"",,1,Alan Mathison Turing,1912,1954,man,"[""code-breaker"", ""pioneer of computer science"", ""founder of computer science"", ""cryptographer"", ""creator of computer science"", ""mathematician"", ""Reader in Mathematics"", ""designer of The Bombe""]",https://en.wikipedia.org/wiki/Alan_Mathison_Turing,http://dbpedia.org/resource/Alan_Mathison_Turing,https://commons.wikimedia.org/wiki/Special:FilePath/Alan_Turing_Aged_16.jpg?width=640,"[""Alan Mathison Turing|(1912-1954)|man|code-breaker, pioneer of computer science, founder of computer science, cryptographer, creator of computer science, mathematician, Reader in Mathematics, and designer of The Bombe|""]"
12435,Willesden Green library was established in 1894 following a poll of the ratepayers of Willesden,51.547,-0.22916,United Kingdom,London,"",http://s0.geograph.org.uk/geophotos/02/40/70/2407093_a3e52adc.jpg,bronze,[],"",,0,"","","","",[],"","","",[]
30275,Site of Old Change. A City Street Dating from 1293,51.51431,-0.09718,United Kingdom,London,"","",black,[],"",,0,"","","","",[],"","","",[]
10280,The George Inn. It is known that the George Inn existed in the late 16th Century although the present building dates from 1677. Both Shakespeare and Dickens knew the hospitality of the inn which has continued right up to the present day. The inn is now owned by The National Trust,51.50273,-0.09208,United Kingdom,London,"",http://farm8.staticflickr.com/7293/8740843829_a4d5926ef2_z.jpg,black,"[""National Trust""]","",,3,William Shakespeare,1564,1616,man,"[""actor"", ""playwright"", ""father of Susanna Hall"", ""grandfather of Elizabeth Hall"", ""husband of Anne Hathaway"", ""son of John Shakespeare""]",https://en.wikipedia.org/wiki/William_Shakespeare,http://dbpedia.org/resource/William_Shakespeare,https://commons.wikimedia.org/wiki/Special:FilePath/Shakespeare.jpg?width=640,"[""William Shakespeare|(1564-1616)|man|actor, playwright, father of Susanna Hall, grandfather of Elizabeth Hall, husband of Anne Hathaway, and son of John Shakespeare|"", ""Charles Dickens|(1812-1870)|man|novelist, journalist, policeman, son of John Dickens, son of Elizabeth Dickens, and friend of Thomas Latimer|"", ""George Inn, Southwark||place|inn|""]"
10099,David Livingstone Missionary and Explorer lived here in the year 1857. Born in 1813 Died in 1873,51.65867,-0.20162,United Kingdom,London,"",http://s0.geograph.org.uk/photos/36/81/368138_4c58724a.jpg,stone,[],"",,1,David Livingstone,1813,1873,man,"[""explorer"", ""pioneer medical missionary"", ""son-in-law of Mary Moffat""]",https://en.wikipedia.org/wiki/David_Livingstone,http://dbpedia.org/resource/David_Livingstone,"","[""David Livingstone|(1813-1873)|man|explorer, pioneer medical missionary, and son-in-law of Mary Moffat|""]"
8580,"Electricity Generating Sub-Station Transformer station for
London County Council tramway system.
Designed in 1905 by Vincent Harris,
Architect with L.C.C.
Built 1905-07.",51.52607,-0.08182,United Kingdom,London,"","",brown,"[""London Borough of Hackney""]","",,1,Vincent Harris,1876,1971,man,"[""architect""]",https://en.wikipedia.org/wiki/Vincent_Harris,http://dbpedia.org/resource/Vincent_Harris,"","[""Vincent Harris|(1876-1971)|man|architect|""]"
1090,Edwin Waterhouse eminent accountant worked in this building 1899-1905,51.5141,-0.09123,United Kingdom,London,"",http://s0.geograph.org.uk/geophotos/01/13/72/1137222_711a9405.jpg,blue,"[""Corporation of London""]","",,1,Edwin Waterhouse,1841,1917,man,"[""eminent accountant""]",https://en.wikipedia.org/wiki/Edwin_Waterhouse,http://dbpedia.org/resource/Edwin_Waterhouse,"","[""Edwin Waterhouse|(1841-1917)|man|eminent accountant|""]"
1153,"John Harvard
1607 - 1638
First Benefactor of
Harvard University
Born in Southwark, baptized in the
Cathedral and educated in the
parish's grammar school.
Sailed to Massachusetts,
1637
  ",51.5018,-0.09265,United Kingdom,London,"",http://s0.geograph.org.uk/geophotos/03/11/74/3117471_48bccb22.jpg,blue,"[""London Borough of Southwark""]","",,1,John Harvard,1607,1638,man,"[""benefactor of Harvard University""]",https://en.wikipedia.org/wiki/John_Harvard_(clergyman),http://dbpedia.org/resource/John_Harvard_(clergyman),"","[""John Harvard|(1607-1638)|man|benefactor of Harvard University|""]"
7586,George Odger 1820-1877 Labour leader lived and died here,51.51532,-0.12852,United Kingdom,London,"",http://s0.geograph.org.uk/geophotos/01/29/53/1295319_5005fd86.jpg,blue,"[""London County Council""]","",,1,George Odger,1813,1877,man,"[""Labour leader""]",https://en.wikipedia.org/wiki/George_Odger,http://dbpedia.org/resource/George_Odger,"","[""George Odger|(1813-1877)|man|Labour leader|""]"
9652,"The Old Town Hall. Grade II Listed building. The first Waltham Forest Town Hall erected in 1876, originally incorporating an earlier public hall. Replaced by the present Town Hall in Forest Road in 1941 and for many years part of Connaught Hospital. Restored 1994",51.583,-0.01166,United Kingdom,London,"",https://commons.wikimedia.org/wiki/Special:FilePath/The_Old_Town_Hall_(Waltham_Forest_Heritage).jpg?width=640,blue,[],"",,0,"","","","",[],"","","",[]
1962,"Dr John Snow
(1813-1858)
Founding father of Epidemiology.
In 1854 his research linked
deaths to the water pump
near this site and thus
determined that cholera is
a water borne disease",51.5134,-0.13669,United Kingdom,London,2008,http://farm3.static.flickr.com/2474/3985384308_8526901af9_b.jpg,blue,"[""Royal Society of Chemistry""]","",,1,John Snow,1813,1858,man,"[""epidemiologist"", ""pioneer anaesthetist"", ""Doctor - Bachelor of Medicine MBBS""]",https://en.wikipedia.org/wiki/John_Snow_(physician),http://dbpedia.org/resource/John_Snow_(physician),https://commons.wikimedia.org/wiki/Special:FilePath/John_Snow.jpg?width=640,"[""John Snow|(1813-1858)|man|epidemiologist, pioneer anaesthetist, and Doctor - Bachelor of Medicine MBBS|""]"
412,Vivien Leigh 1913-1967 actress lived here,51.4945,-0.15289,United Kingdom,London,1996,https://commons.wikimedia.org/wiki/Special:FilePath/VIVIEN_LEIGH_1913-1967_Actress_lived_here.JPG?width=640,blue,"[""English Heritage""]","",,1,Vivien Leigh,1913,1967,man,"[""actress""]",https://en.wikipedia.org/wiki/Vivien_Leigh,http://dbpedia.org/resource/Vivien_Leigh,https://commons.wikimedia.org/wiki/Special:FilePath/Vivien_Leigh_still.jpg?width=640,"[""Vivien Leigh|(1913-1967)|man|actress|""]"
12527,"THIS ALMESHOUSE (here in 28 decay’d Masters & Comanders of Ships or the Widows of such are maintain’d) was built by y CORP. of TRINITY_HOUSE 
AN 1695 
The Ground was given by Capt. HENy MUDD of Rattcliff an. Elder Brother, whose widow did alfo contribute",51.5204,-0.05506,United Kingdom,London,"",http://farm9.staticflickr.com/8276/8714591040_be079bc3cc_z.jpg,stone,"[""Corporation of Trinity House""]","",,0,"","","","",[],"","","",[]
270,"The Horniman Museum and Gardens were given to the people of London in 1901 by Frederick John Horniman, who lived near this site.",51.44075,-0.06083,United Kingdom,London,1985,https://commons.wikimedia.org/wiki/Special:FilePath/THE_HORNIMAN_MUSEUM_AND_GARDENS_WERE_GIVEN_TO_THE_PEOPLE_OF_LONDON_IN_1901_BY_FREDERICK_JOHN_HORNIMAN_WHO_LIVED_NEAR_THIS_SITE.jpg?width=640,blue,"[""Greater London Council""]","",,2,Frederick John Horniman,1835,1906,man,"[""tea merchant"", ""collector"", ""public benefactor"", ""son of John Horniman"", ""father of Annie Horniman""]",https://en.wikipedia.org/wiki/Frederick_John_Horniman,http://dbpedia.org/resource/Frederick_John_Horniman,https://commons.wikimedia.org/wiki/Special:FilePath/Frederick_John_Horniman_0001.jpg?width=640,"[""Frederick John Horniman|(1835-1906)|man|tea merchant, collector, public benefactor, son of John Horniman, and father of Annie Horniman|"", ""The Horniman Museum|(built in 1901)|place|museum|""]"
33076,St Dunstan's Court. 1980s new computerised technology brought about the demise of the traditional Fleet Street printing process,,,United Kingdom,London,"","",black,[],"",,0,"","","","",[],"","","",[]
6404,"The Mudlark.
The Mudlark was established in the mid 1700's and was named after the people who made a living by collecting items they could sell from the mud on the River Thames.
Behind The Mudlark is the Borough Market, on Borough High Street, which is the successor to the one that originally adjoined the end of London Bridge. It was first mentioned in 1276 and is said to be the oldest fruit and vegetable market in London.
The present buildings were designed in 1851 with additions added in the 1860's an it has been used as a film set for Bridget Jones's Diary, Lock Stock & Two Smoking Barrels and Harry Potter, Prisoner Of Azkaban.",51.5067,-0.08933,United Kingdom,London,"",http://farm6.static.flickr.com/5310/5584260347_32074a83ff_b.jpg,bronze,"[""Nicholson's""]","",,0,"","","","",[],"","","",[]
13029,The Grapes 1583,51.50894,-0.03391,United Kingdom,London,"",http://farm4.staticflickr.com/3727/9426920193_52b0f41557_z.jpg,blue,[],"",,1,"The Grapes, Limehouse",1583,,place,"[""public house""]","https://en.wikipedia.org/wiki/The_Grapes,_Limehouse","http://dbpedia.org/resource/The_Grapes,_Limehouse","","[""The Grapes, Limehouse|(built in 1583)|place|public house|""]"
38,Matthew Arnold 1822-1888 poet and critic lived here,51.496,-0.14905,United Kingdom,London,1954,https://commons.wikimedia.org/wiki/Special:FilePath/MATTHEW_ARNOLD_1822-1888_POET_AND_CRITIC_lived_here.JPG?width=640,blue,"[""London County Council""]","",,1,Matthew Arnold,1822,1888,man,"[""poet"", ""critic"", ""uncle of Mary Arnold Ward""]",https://en.wikipedia.org/wiki/Matthew_Arnold,http://dbpedia.org/resource/Matthew_Arnold,https://commons.wikimedia.org/wiki/Special:FilePath/Matthew_Arnold.jpg?width=640,"[""Matthew Arnold|(1822-1888)|man|poet, critic, and uncle of Mary Arnold Ward|""]"
2258,Dire Straits first gigged here 1977,51.4786,-0.02293,United Kingdom,London,2009,http://farm4.staticflickr.com/3713/9426823999_bef053006d_z.jpg,black,"[""Performance Rights Society (PRS) for Music""]","",,1,Dire Straits,1977,1995,group,"[""band""]",https://en.wikipedia.org/wiki/Dire_Straits,http://dbpedia.org/resource/Dire_Straits,https://commons.wikimedia.org/wiki/Special:FilePath/Dire_straits_22101985_23_800.jpg?width=640,"[""Dire Straits|(1977-1995)|group|band|""]"
12534,84 Charing Cross Road. The booksellers Marks & Co. were on this site which became world renowned through the book by Helen Hanff.,51.51366,-0.12942,United Kingdom,London,"",http://farm8.staticflickr.com/7438/8714144171_2e5d30a164_z.jpg,bronze,[],"",,2,Helen Hanff,1916,1997,man,"[""author""]",https://en.wikipedia.org/wiki/Helen_Hanff,http://dbpedia.org/resource/Helen_Hanff,"","[""Helen Hanff|(1916-1997)|man|author|"", ""Marks & Co.|(born in 1920)|man|booksellers|""]"
12035,Peter Ixel 1891-1966 superhero and world renowned inventor of the pickcell lived and worked here,51.52101,-0.07189,United Kingdom,London,"","",blue,"[""Disney"", ""Fold7""]","",,0,"","","","",[],"","","",[]
10556,"Gerard Manley Hopkins, poet, born 28th July 1844, died 8th June 1889, was born and lived at 87 The Grove Stratford near this site until 1851/2.
'Loathed for a love men knew in them,
Banned by the land of their birth,
Rhine refused them.  Thames would ruin them;
Surf, snow, river and earth
Gnashed: but thou art above, thou Orion of light.'
From: Stanza 21 'The Wreck of the Deutschland'",51.54278,0.00438,United Kingdom,London,"",http://farm6.staticflickr.com/5342/9436768278_7f6b4e042d_z.jpg,black,[],"",,1,Gerard Manley Hopkins,1844,1889,man,"[""poet"", ""Professor of Greek"", ""priest""]",https://en.wikipedia.org/wiki/Gerard_Manley_Hopkins,http://dbpedia.org/resource/Gerard_Manley_Hopkins,"","[""Gerard Manley Hopkins|(1844-1889)|man|poet, Professor of Greek, and priest|""]"
12569,"Borough Tube Station

This was a station of the City and South London
Railway that opened in 1890. The line was the world's
first underground electric railway, London's first deep
tunnel 'tube', and the first purpose-built railway tunnel
under the Thames. In 1891 over 5 million passengers
used the line. After reconstruction in 1922, the original
entrance was relocated to its present corner site. During
World War II a tube spur below was used as an air raid
shelter for up to 14,000 persons.",51.50127,-0.09331,United Kingdom,London,"",http://farm8.staticflickr.com/7285/8741966324_a4352c58ff_z.jpg,brown,"[""Historic Southwark""]","",,0,"","","","",[],"","","",[]
11585,In Memory of Auxiliary Firewomen Joan Fanny Bartlett and Violet Irene Pengelly who died on this site as a result of enemy action on the night of 18th/19th September 1940 when the school then in use as sub fire station 35U (Millwall) received a direct hit from a high explosive bomb. In Memory also of 24 members of the ARP Civil Defence Services who died with them,51.49033,-0.00523,United Kingdom,London,2008,http://farm8.staticflickr.com/7376/9427269541_fd69b6d542_z.jpg,grey,"[""Firemen Remembered""]","",,0,"","","","",[],"","","",[]
